user_id,signup_date,country,device_type,acquisition_channel,plan_interest
U000472,2025-12-19,United States,Mobile,Organic Search,Free
U000473,2024-04-20,Spain,Tablet,Organic Search,Free
U000474,2025-01-26,Netherlands,Desktop,Direct,Pro
U000475,2024-02-09,France,Desktop,Facebook Ads,Pro
U000476,2025-04-26,France,Desktop,Email Campaign,Free
U000477,2024-08-15,Netherlands,Desktop,Email Campaign,Free
U000478,2024-07-23,United Kingdom,Desktop,Facebook Ads,Pro
U000479,2025-04-16,Australia,Desktop,Referral,Pro
U000480,2024-12-24,Canada,Mobile,Referral,Free
U000481,2024-11-08,Spain,Desktop,Email Campaign,Free
U000482,2024-08-21,Netherlands,Desktop,Direct,Free
U000483,2024-08-16,Spain,Desktop,Direct,Free
U000484,2024-01-25,France,Mobile,Email Campaign,Pro
U000485,2025-11-06,United Kingdom,Mobile,Direct,Free
U000486,2024-07-16,United States,Desktop,Email Campaign,Pro
U000487,2025-02-12,Netherlands,Mobile,Referral,Free
U000488,2024-12-02,United Kingdom,Desktop,Organic Search,Free
U000489,2024-10-12,France,Mobile,Email Campaign,Family
U000490,2024-03-12,Spain,Desktop,Email Campaign,Pro
U000491,2024-10-12,United States,Desktop,Email Campaign,Free
U000492,2024-12-25,France,Mobile,Paid Search,Free
U000493,2025-10-18,United Kingdom,Desktop,Organic Search,Pro
U000494,2025-06-05,United Kingdom,Mobile,Facebook Ads,Family
U000495,2025-02-13,United Kingdom,Desktop,Email Campaign,Pro
U000496,2025-11-26,United States,Mobile,Referral,Free
U000497,2025-07-03,United States,Desktop,Email Campaign,Free
U000498,2024-12-05,Germany,Mobile,Email Campaign,Free
U000499,2024-01-29,France,Desktop,Email Campaign,Pro
U000500,2024-04-28,Australia,Desktop,Organic Search,Free
U000501,2024-09-24,United Kingdom,Desktop,Email Campaign,Free
U000502,2024-07-01,United Kingdom,Mobile,Referral,Pro
U000503,2025-08-17,United States,Mobile,Organic Search,Free
U000504,2024-09-28,Canada,Desktop,Direct,Free
U000505,2024-02-09,United Kingdom,Tablet,Organic Search,Pro
U000506,2024-04-21,Australia,Mobile,Email Campaign,Free
U000507,2025-09-02,Germany,Desktop,Email Campaign,Family
U000508,2025-03-20,United Kingdom,Mobile,Paid Search,Free
U000509,2024-12-19,Germany,Tablet,Email Campaign,Free
U000510,2024-11-17,United States,Desktop,Paid Search,Free
U000511,2025-03-22,Canada,Mobile,Direct,Free
U000512,2025-09-12,Canada,Mobile,Organic Search,Pro
U000513,2025-06-07,France,Desktop,Referral,Free
U000514,2024-04-28,United States,Tablet,Email Campaign,Pro
U000515,2025-01-29,Germany,Desktop,Email Campaign,Free
U000516,2025-08-13,United States,Mobile,Email Campaign,Free
U000517,2024-07-13,United States,Mobile,Paid Search,Free
U000518,2024-09-17,United States,Desktop,Email Campaign,Free
U000519,2024-02-15,United States,Tablet,Email Campaign,Pro
U000520,2025-12-26,United States,Desktop,Email Campaign,Pro
U000521,2025-03-22,United States,Desktop,Referral,Family
U000522,2024-01-02,France,Mobile,Organic Search,Pro
U000523,2025-06-16,Canada,Desktop,Email Campaign,Family
U000524,2025-07-05,United States,Mobile,Paid Search,Pro
U000525,2025-12-04,France,Mobile,Email Campaign,Free
U000526,2025-11-17,Canada,Mobile,Organic Search,Pro
U000527,2024-07-20,Netherlands,Desktop,Email Campaign,Family
U000528,2025-01-07,United Kingdom,Tablet,Organic Search,Free
U000529,2025-03-17,United States,Tablet,Email Campaign,Free
U000530,2024-03-12,Germany,Mobile,Organic Search,Family
U000531,2025-11-11,Netherlands,Mobile,Email Campaign,Free
U000532,2024-12-04,Australia,Mobile,Email Campaign,Free
U000533,2025-09-30,Canada,Desktop,Paid Search,Free
U000534,2024-11-17,France,Mobile,Email Campaign,Family
U000535,2025-11-10,United States,Mobile,Paid Search,Pro
U000536,2024-05-07,Canada,Mobile,Email Campaign,Free
U000537,2024-11-03,Germany,Mobile,Referral,Free
U000538,2025-06-03,Germany,Mobile,Facebook Ads,Free
U000539,2024-11-12,Spain,Mobile,Organic Search,Free
U000540,2025-11-13,United States,Desktop,Referral,Pro
U000541,2025-02-22,Spain,Mobile,Facebook Ads,Pro
U000542,2024-11-30,Germany,Tablet,Email Campaign,Free
U000543,2025-02-16,Spain,Desktop,Email Campaign,Free
U000544,2025-12-14,United States,Tablet,Paid Search,Pro
U000545,2024-10-29,United Kingdom,Mobile,Email Campaign,Free
U000546,2025-07-21,United Kingdom,Desktop,Organic Search,Free
U000547,2024-05-10,Spain,Tablet,Email Campaign,Pro
U000548,2024-07-15,Netherlands,Mobile,Paid Search,Family
U000549,2025-03-06,Spain,Mobile,Organic Search,Free
U000550,2025-11-11,Germany,Tablet,Direct,Free
U000551,2025-01-23,Australia,Desktop,Referral,Free
U000552,2025-11-24,Spain,Tablet,Paid Search,Pro
U000553,2024-06-27,United Kingdom,Tablet,Email Campaign,Pro
U000554,2025-09-22,United States,Tablet,Email Campaign,Free
U000555,2025-08-05,Canada,Desktop,Email Campaign,Free
U000556,2024-11-04,Spain,Mobile,Organic Search,Free
U000557,2025-02-19,United States,Mobile,Facebook Ads,Free
U000558,2025-07-15,United Kingdom,Desktop,Email Campaign,Free
U000559,2024-01-01,Canada,Tablet,Email Campaign,Free
U000560,2024-11-07,Canada,Desktop,Organic Search,Free
U000561,2024-10-20,Netherlands,Desktop,Direct,Family
U000562,2024-08-03,Canada,Mobile,Organic Search,Pro
U000563,2025-03-16,France,Desktop,Organic Search,Family
U000564,2025-08-16,Spain,Mobile,Email Campaign,Free
U000565,2025-09-13,Germany,Desktop,Facebook Ads,Free
U000566,2025-11-01,Netherlands,Mobile,Email Campaign,Free
U000567,2024-11-25,France,Mobile,Direct,Pro
U000568,2025-04-21,United States,Mobile,Organic Search,Free
U000569,2025-03-28,Germany,Mobile,Email Campaign,Free
U000570,2025-03-28,Netherlands,Mobile,Email Campaign,Free
U000571,2025-11-22,United Kingdom,Desktop,Referral,Free
U000572,2024-08-06,United States,Desktop,Email Campaign,Free
U000573,2025-06-07,Germany,Desktop,Email Campaign,Free
U000574,2025-04-29,United States,Mobile,Organic Search,Free
U000575,2024-06-22,United States,Desktop,Organic Search,Free
U000576,2025-11-05,Netherlands,Mobile,Direct,Free
U000577,2024-03-27,Australia,Desktop,Organic Search,Free
U000578,2024-10-17,United States,Desktop,Direct,Pro
U000579,2025-06-11,Germany,Mobile,Email Campaign,Free
U000580,2025-11-10,United Kingdom,Desktop,Referral,Free
U000581,2025-10-10,Canada,Mobile,Email Campaign,Free
U000582,2025-09-26,Canada,Tablet,Email Campaign,Free
U000583,2024-12-09,France,Desktop,Paid Search,Free
U000584,2024-04-05,France,Mobile,Organic Search,Free
U000585,2024-08-28,Germany,Desktop,Organic Search,Free
U000586,2025-11-19,Netherlands,Desktop,Organic Search,Free
U000587,2024-11-13,Australia,Mobile,Email Campaign,Free
U000588,2024-08-18,France,Desktop,Email Campaign,Family
U000589,2024-07-22,France,Tablet,Email Campaign,Free
U000590,2024-05-30,Canada,Desktop,Direct,Free
U000591,2024-01-26,United States,Desktop,Facebook Ads,Free
U000592,2024-02-17,France,Desktop,Organic Search,Free
U000593,2024-09-07,United Kingdom,Mobile,Email Campaign,Pro
U000594,2025-05-01,Spain,Desktop,Email Campaign,Free
U000595,2025-09-17,United Kingdom,Mobile,Referral,Pro
U000596,2024-03-15,Canada,Tablet,Email Campaign,Free
U000597,2025-04-11,United Kingdom,Mobile,Referral,Free
U000598,2025-02-28,Spain,Mobile,Referral,Free
U000599,2025-10-06,Germany,Desktop,Email Campaign,Free
U000600,2025-08-12,United States,Desktop,Email Campaign,Pro
U000601,2024-07-18,United Kingdom,Desktop,Referral,Free
U000602,2025-12-14,Spain,Mobile,Facebook Ads,Free
U000603,2025-01-28,Australia,Desktop,Email Campaign,Free
U000604,2025-05-21,Germany,Desktop,Direct,Family
U000605,2025-02-13,United Kingdom,Desktop,Organic Search,Free
U000606,2024-09-06,United States,Desktop,Email Campaign,Free
U000607,2024-05-31,United Kingdom,Tablet,Organic Search,Family
U000608,2025-11-02,United Kingdom,Tablet,Email Campaign,Pro
U000609,2025-12-05,Australia,Desktop,Email Campaign,Free
U000610,2024-01-06,United Kingdom,Desktop,Direct,Free
U000611,2024-04-19,France,Mobile,Email Campaign,Pro
U000612,2025-03-11,Germany,Desktop,Paid Search,Free
U000613,2024-08-12,United States,Desktop,Paid Search,Family
U000614,2024-06-29,France,Desktop,Direct,Free
U000615,2025-12-13,Germany,Mobile,Referral,Free
U000616,2025-06-14,Australia,Tablet,Email Campaign,Free
U000617,2025-04-20,France,Desktop,Referral,Free
U000618,2024-02-21,Germany,Mobile,Paid Search,Family
U000619,2025-07-24,Canada,Mobile,Direct,Pro
U000620,2024-09-12,United States,Mobile,Organic Search,Pro
U000621,2024-05-04,United Kingdom,Tablet,Email Campaign,Free
U000622,2025-04-12,Germany,Tablet,Referral,Pro
U000623,2024-05-16,France,Desktop,Paid Search,Free
U000624,2025-04-20,Netherlands,Desktop,Direct,Free
U000625,2025-11-14,France,Tablet,Email Campaign,Free
U000626,2025-06-27,Canada,Mobile,Direct,Family
U000627,2025-07-26,United States,Desktop,Email Campaign,Free
U000628,2025-09-01,Canada,Tablet,Organic Search,Family
U000629,2024-11-20,Germany,Mobile,Email Campaign,Family
U000630,2025-03-29,United States,Mobile,Email Campaign,Pro
U000631,2025-09-19,Spain,Desktop,Facebook Ads,Free
U000632,2025-05-31,Netherlands,Desktop,Paid Search,Family
U000633,2025-03-12,United States,Tablet,Email Campaign,Pro
U000634,2025-07-15,United Kingdom,Desktop,Email Campaign,Pro
U000635,2025-04-01,Netherlands,Desktop,Email Campaign,Pro
U000636,2024-06-11,Spain,Mobile,Email Campaign,Free
U000637,2025-05-01,United States,Mobile,Organic Search,Free
U000638,2025-04-05,Germany,Desktop,Facebook Ads,Free
U000639,2024-09-22,Netherlands,Tablet,Organic Search,Family
U000640,2024-09-10,Germany,Desktop,Organic Search,Free
U000641,2025-10-14,Netherlands,Mobile,Organic Search,Free
U000642,2024-10-10,Germany,Desktop,Paid Search,Free
U000643,2025-06-17,Netherlands,Tablet,Referral,Family
U000644,2025-05-11,United Kingdom,Mobile,Paid Search,Pro
U000645,2025-10-03,Australia,Mobile,Facebook Ads,Pro
U000646,2024-09-01,United States,Tablet,Direct,Free
U000647,2024-10-08,France,Mobile,Organic Search,Pro
U000648,2025-03-26,United Kingdom,Mobile,Email Campaign,Pro
U000649,2024-03-20,France,Mobile,Organic Search,Pro
U000650,2025-12-31,United Kingdom,Mobile,Paid Search,Free
U000651,2024-10-19,France,Desktop,Email Campaign,Free
U000652,2024-08-28,United States,Mobile,Organic Search,Free
U000653,2024-10-05,Spain,Desktop,Email Campaign,Free
U000654,2024-12-09,United Kingdom,Mobile,Facebook Ads,Free
U000655,2024-11-23,United Kingdom,Desktop,Email Campaign,Free
U000656,2025-07-07,Netherlands,Tablet,Referral,Family
U000657,2024-03-23,United Kingdom,Tablet,Organic Search,Pro
U000658,2024-05-21,Germany,Desktop,Email Campaign,Pro
U000659,2024-06-03,United States,Desktop,Email Campaign,Pro
U000660,2024-08-24,Australia,Mobile,Email Campaign,Pro
U000661,2025-01-27,United Kingdom,Desktop,Email Campaign,Pro
U000662,2025-12-11,United States,Desktop,Email Campaign,Free
U000663,2024-06-05,Germany,Desktop,Paid Search,Free
U000664,2025-12-24,United Kingdom,Desktop,Email Campaign,Free
U000665,2024-08-07,Canada,Tablet,Paid Search,Pro
U000666,2024-03-06,Germany,Tablet,Paid Search,Pro
U000667,2025-02-28,France,Desktop,Organic Search,Pro
U000668,2025-02-21,Spain,Desktop,Email Campaign,Free
U000669,2024-12-04,Spain,Desktop,Email Campaign,Free
U000670,2025-07-09,United Kingdom,Desktop,Organic Search,Free
U000671,2025-04-22,United Kingdom,Mobile,Organic Search,Free
U000672,2025-03-01,United Kingdom,Desktop,Organic Search,Free
U000673,2024-03-04,Germany,Desktop,Direct,Free
U000674,2024-07-30,United States,Mobile,Email Campaign,Free
U000675,2025-03-06,Spain,Desktop,Email Campaign,Pro
U000676,2025-02-02,Germany,Tablet,Organic Search,Free
U000677,2025-08-21,Netherlands,Mobile,Organic Search,Free
U000678,2025-12-13,United States,Desktop,Email Campaign,Free
U000679,2024-01-21,United Kingdom,Desktop,Organic Search,Free
U000680,2025-08-12,Spain,Tablet,Email Campaign,Free
U000681,2025-01-24,Canada,Mobile,Email Campaign,Free
U000682,2025-05-03,Germany,Desktop,Organic Search,Free
U000683,2024-01-07,United Kingdom,Mobile,Email Campaign,Free
U000684,2024-12-26,United States,Tablet,Email Campaign,Pro
U000685,2024-11-01,Australia,Mobile,Email Campaign,Free
U000686,2025-02-03,United Kingdom,Desktop,Paid Search,Free
U000687,2025-03-05,France,Mobile,Direct,Free
U000688,2025-07-05,Canada,Mobile,Referral,Pro
U000689,2025-07-13,United Kingdom,Desktop,Email Campaign,Free
U000690,2025-09-09,Germany,Tablet,Email Campaign,Free
U000691,2024-08-13,United States,Desktop,Email Campaign,Free
U000692,2025-05-14,United States,Tablet,Direct,Free
U000693,2024-08-12,Germany,Mobile,Organic Search,Free
U000694,2024-10-06,Netherlands,Desktop,Direct,Free
U000695,2025-03-22,United States,Desktop,Referral,Free
U000696,2025-05-12,United States,Tablet,Email Campaign,Pro
U000697,2024-01-30,Canada,Desktop,Email Campaign,Free
U000698,2025-02-02,Australia,Tablet,Email Campaign,Family
U000699,2024-12-10,France,Desktop,Referral,Free
U000700,2025-11-15,United States,Mobile,Email Campaign,Free
U000701,2025-11-26,Netherlands,Tablet,Email Campaign,Family
U000702,2025-02-18,Germany,Tablet,Email Campaign,Free
U000703,2024-06-18,Germany,Mobile,Paid Search,Pro
U000704,2025-04-23,Spain,Desktop,Direct,Pro
U000705,2024-05-10,Germany,Desktop,Organic Search,Free
U000706,2025-09-29,Australia,Desktop,Email Campaign,Free
U000707,2025-06-30,United Kingdom,Tablet,Email Campaign,Free
U000708,2024-01-28,Germany,Desktop,Referral,Pro
U000709,2025-02-07,United States,Desktop,Referral,Family
U000710,2025-08-29,Australia,Desktop,Email Campaign,Free
U000711,2025-07-31,Germany,Mobile,Email Campaign,Family
U000712,2025-11-09,France,Desktop,Email Campaign,Free
U000713,2024-01-28,France,Desktop,Email Campaign,Free
U000714,2024-03-26,United States,Tablet,Organic Search,Free
U000715,2025-10-20,United States,Desktop,Organic Search,Free
U000716,2025-03-14,Canada,Desktop,Email Campaign,Free
U000717,2024-05-18,Germany,Mobile,Direct,Pro
U000718,2025-04-17,United Kingdom,Desktop,Email Campaign,Family
U000719,2024-07-05,Canada,Desktop,Email Campaign,Free
U000720,2024-02-21,Germany,Desktop,Direct,Free
U000721,2024-09-23,United Kingdom,Tablet,Paid Search,Free
U000722,2025-01-23,United States,Tablet,Direct,Free
U000723,2024-12-01,Canada,Mobile,Facebook Ads,Pro
U000724,2024-08-04,Netherlands,Mobile,Organic Search,Pro
U000725,2025-04-10,France,Desktop,Referral,Free
U000726,2024-11-30,United States,Mobile,Organic Search,Free
U000727,2024-12-11,Germany,Desktop,Email Campaign,Free
U000728,2025-01-23,United Kingdom,Desktop,Paid Search,Free
U000729,2024-10-11,Spain,Tablet,Paid Search,Pro
U000730,2025-03-07,Netherlands,Tablet,Referral,Free
U000731,2024-09-15,United Kingdom,Mobile,Email Campaign,Free
U000732,2024-03-24,United Kingdom,Tablet,Email Campaign,Family
U000733,2025-04-26,Netherlands,Desktop,Direct,Pro
U000734,2024-01-20,United States,Mobile,Email Campaign,Free
U000735,2025-07-06,Netherlands,Mobile,Email Campaign,Free
U000736,2024-02-23,United Kingdom,Mobile,Facebook Ads,Pro
U000737,2024-12-24,Netherlands,Desktop,Direct,Free
U000738,2024-08-17,United Kingdom,Tablet,Email Campaign,Pro
U000739,2025-10-27,Spain,Mobile,Email Campaign,Pro
U000740,2024-03-11,Spain,Tablet,Paid Search,Pro
U000741,2025-10-29,United States,Desktop,Facebook Ads,Family
U000742,2024-02-11,Canada,Mobile,Email Campaign,Free
U000743,2024-02-01,Australia,Mobile,Referral,Free
U000744,2024-09-10,Netherlands,Mobile,Referral,Free
U000745,2024-07-23,Canada,Desktop,Email Campaign,Family
U000746,2024-01-21,Germany,Desktop,Email Campaign,Pro
U000747,2025-09-28,France,Tablet,Organic Search,Free
U000748,2024-06-05,Spain,Tablet,Paid Search,Pro
U000749,2024-09-01,France,Desktop,Organic Search,Pro
U000750,2024-05-09,United States,Desktop,Facebook Ads,Pro
U000751,2025-04-29,Spain,Mobile,Paid Search,Pro
U000752,2025-11-16,France,Mobile,Email Campaign,Free
U000753,2024-04-27,Spain,Desktop,Direct,Free
U000754,2025-07-31,United Kingdom,Desktop,Email Campaign,Free
U000755,2024-08-11,Spain,Desktop,Organic Search,Pro
U000756,2025-04-21,United Kingdom,Desktop,Email Campaign,Free
U000757,2025-12-17,United States,Desktop,Email Campaign,Pro
U000758,2024-09-19,Spain,Mobile,Paid Search,Free
U000759,2025-01-12,Netherlands,Desktop,Paid Search,Free
U000760,2024-06-20,Germany,Tablet,Organic Search,Free
U000761,2025-09-12,United States,Tablet,Organic Search,Free
U000762,2025-09-13,Spain,Mobile,Referral,Free
U000763,2024-04-27,Germany,Desktop,Paid Search,Free
U000764,2024-06-16,United Kingdom,Desktop,Email Campaign,Family
U000765,2024-11-14,France,Desktop,Organic Search,Family
U000766,2024-04-20,United Kingdom,Desktop,Direct,Pro
U000767,2025-08-15,Spain,Desktop,Organic Search,Family
U000768,2024-01-27,United Kingdom,Mobile,Email Campaign,Free
U000769,2024-11-15,United Kingdom,Desktop,Direct,Pro
U000770,2025-08-12,Australia,Desktop,Organic Search,Family
U000771,2025-11-24,Spain,Tablet,Paid Search,Free
U000772,2025-01-19,Spain,Mobile,Referral,Free
U000773,2025-02-10,France,Desktop,Referral,Family
U000774,2024-07-22,Germany,Mobile,Paid Search,Pro
U000775,2024-03-18,Australia,Desktop,Organic Search,Free
U000776,2025-08-29,United States,Mobile,Email Campaign,Free
U000777,2025-12-08,United Kingdom,Desktop,Email Campaign,Free
U000778,2025-10-04,France,Mobile,Email Campaign,Free
U000779,2024-09-05,Spain,Desktop,Paid Search,Pro
U000780,2024-04-14,Spain,Desktop,Paid Search,Free
U000781,2025-12-14,United Kingdom,Desktop,Organic Search,Free
U000782,2024-11-04,Spain,Mobile,Email Campaign,Free
U000783,2025-12-01,Australia,Mobile,Email Campaign,Pro
U000784,2025-09-06,Australia,Mobile,Paid Search,Free
U000785,2024-05-03,Netherlands,Mobile,Direct,Free
U000786,2025-08-02,United Kingdom,Tablet,Direct,Free
U000787,2024-02-12,United Kingdom,Desktop,Email Campaign,Pro
U000788,2024-12-21,Netherlands,Desktop,Email Campaign,Free
U000789,2025-06-29,Spain,Desktop,Referral,Pro
U000790,2025-03-14,Australia,Desktop,Email Campaign,Free
U000791,2025-11-08,Germany,Desktop,Facebook Ads,Free
U000792,2025-01-14,United States,Mobile,Email Campaign,Free
U000793,2024-03-11,Netherlands,Desktop,Email Campaign,Free
U000794,2025-06-02,United States,Desktop,Organic Search,Free
U000795,2025-10-25,Spain,Tablet,Email Campaign,Pro
U000796,2024-12-15,United States,Desktop,Facebook Ads,Free
U000797,2024-01-13,Germany,Mobile,Facebook Ads,Free
U000798,2025-03-06,Canada,Mobile,Facebook Ads,Family
U000799,2025-05-16,Australia,Desktop,Facebook Ads,Free
U000800,2024-04-18,Australia,Tablet,Organic Search,Free
U000801,2025-03-19,France,Mobile,Paid Search,Pro
